web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574328351-11067","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gunner76","No chip off the Arkenstone or a scale from Smaug himself?","August 21, 2016","$700!? This is just as egregious as Peter Jackson mailing it in and stretching 'The Hobbit,' into a trilogy.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1574328342-11023","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","BOOTA-san","Bottom-earth; the Sauron Barrel-Scraping Edition","September 27, 2017","I'm a completist, so I did purchase this over-priced 'sextilogy' due to the new premiums; the set can be found elsewhere for half the suggested-retail-price these days -- so I definitely feel ripped-off at this point since I had pre-ordered on this site from the get-go. Bad move for the ole coin-purse.

The wooden holder is extremely sturdy and Bilbo Baggin's book 'mini-replica' is mainly filled with the character sketches seen within the ending credits of the ROTK and Hobbit movies. The disc booklets are also quite nice, although, one disc had some glue damage.

You're not just buying 6 movies, but also the previously released extras found with the original theatrical, theatrical/extended and extended releases for the LOTR movies. For some reason, only the TV spots are located on the 'special features' DVDs and the trailers removed (along with older video game previews). The trailers are supposed to be located on the BDs along with the movie, but for the life of me, I cannot find them. As previously stated in other reviews, ad nauseum (rightfully so), it's just a shame new material wasn't allowed to be released -- hopefully one day.

My biggest complaint with the release are the DVDs... every single one during playback on either my new BD player or computer have huge glitches that happen for almost every long segment.

When New Line released the LOTR movies, the packaging was wonderful -- TimeWarner Hobbit packaging is so flimsy for the movies and soundtracks. I know we live in a 'quantity over quality' world, but New Line made it feel like you were getting both, TimeWarner... not so much. At least for this release, the packaging is wonderful, but the content is very 'ho-hum' and DVD disc quality is under par.","3.0 out of 5 stars","",""
"1574328356-11090","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kelly","What a rip off!","November 21, 2016","Wow. I heard about this release from the OneRing.Net website, and I am utterly appalled at how much they are trying to charge for this. There is absolutely NO new content that isn't already available in other box sets. This is really only useful for someone who LOVES these movies, but also doesn't already own them (and those people are pretty hard to find).

It should be noted that Peter Jackson and the creative team of the movies themselves had nothing to do with this release. They actually want to release some new bonus footage but haven't been able to put it all together yet.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1574328370-11143","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Worth it!","October 12, 2016","This item has negative reviews for two reasons, high price and no new content.  For someone who actually has this product in hand, the price is worth it, very nice detailed set made with wood and leather instead of mostly cardboard like other movie collectors sets.  There is no guarantee any other new content will ever be released, and if so, just add it to this set.  Worth it if you want a very nice edition of these movies!  You do get what you pay for in life...","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1574328372-11154","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jojolo","STOP ENOUGHT IS ENOUGHT","August 20, 2016","no way , it's very scandalous , this price is crap. what a funk  ? This ?","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1574328342-11026","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mark","Crown Jewel of my Collection!","August 8, 2019","If you are a BIG LOTR fan, this is for you. If you are not (apparently a lot of the reviewers are not) then it is not for you. Yes it is expensive, but I have every version they have produced thus far, so this was a must have for me.
I do not in any way blame the makers for trying to make as much money as they can from this or any product, that is what they are in business for! If it is too expensive for you, don't buy it, it is as simple as that, so quit your winning, no one is twisting your arm to force you to buy it!","5.0 out of 5 stars","",""
"1574328361-11106","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Geoff B.","It really sucks because I sailed for friggin ever to get here ...","October 1, 2016","The region encoding of this set is not compatible with players in the Undying Lands. It really sucks because I sailed for friggin ever to get here and now I won't be able to watch this when it comes out.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1574328372-11158","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","הֻגֺ מְדִנַ מַלֲגֺנ","An unexpected fraud.","August 18, 2016","Ridiculously expensive to be a re-edition of the BD's that had already gone on sale. Also the individual cases, the shelf and the books don'tt justify the high price of set.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1574328363-11116","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","It meets all expectations 😃","January 4, 2017","This is the one thing to get if you're a true fan of Midle Earth!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1574328351-11069","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A. Snell","Not Worth $800","August 19, 2016","Not worth it, for all the reasons other people have said. I already have all these films with all those features on my extended editions that I already own. WHV just wants to make more money by releasing old content without anything added. I made a comment elsewhere in reply to someone else that if I was to buy this, it should not only include the Arkenstone (because they mentioned the Arkenstone as something that, if added, would make the price reasonable), but a two-foot miniature of Smaug AND the One Ring.
I should have added, ""in addition to other things"". And it doesn't include any NEW things from the films? Not interested. I have lots of wood and can make my own Middle Earth ""bookshelf"" and I am quite capable of making my own Leather (or Faux Leather, depending on how creative a mood I'm in) cases for much cheeper. WHV screwed up big this time around.
I'm not going to spend $800 for something I already have. And neither should anyone else; you can get all of these movies-extended edition-for less than $133. I feel bad for Peter Jackson and crew getting dumped on by WHV. >.<","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1574328361-11103","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cody Walton","WTF","August 21, 2016","$700?!?!?!? are you f-ing kidding me?","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1574328368-11141","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","CJ","Gorgeous, one of a kind gift set","October 12, 2016","I already own these films but I really wanted this definitive set.  The craftsmanship is amazing.  The artwork on the book covers is debossed with gold foil stamping. Really  beautiful.  The inside spreads have very little text and are filled with amazing images.  The Red Book of Westmarch is truly a one of a kind piece. It has around 100 pages of sketches from the films.  Exclusive artwork prints from Alan Lee and John Howe are very special.  This is a perfect gift for a Middle-earth fan.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1574328365-11126","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mamabear2013","$200 maybe, but this.....","August 19, 2016","$800? Are you kidding me?!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1574328363-11118","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Corey","Looks beautiful, but it is not even complete","October 11, 2016","I thought the price was a typo. How I ask, HOW can they actually ask fans to shell out this type of money for what they are offering? Looks beautiful, but it is not even complete. Even as a die hard fan, I will have to pass and instead spend that amount of money on 40 or 50 new discs I would like to add to my collection instead of purchasing these movies for the umpteenth time. It's so bad that a little of the magic of middle earth just died for me with the release of this insulting scam. Shame on all those involved. Fans deserve better for help making these films as popular as they are.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1574328363-11120","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","G. Hebert","No one in their right minds will pay this much money!","August 19, 2016","Unless this was forged in Mordor with the tears of a wood elf and the scales of a dragon, there is no need to charge such a ridiculous price.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1574328365-11122","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","C. Giordano","One Star","August 21, 2016","What an insulting rip-off!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1574328349-11057","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","YG","800$??? For what??? I'm ...","August 19, 2016","800$ ??? For what??? I'm huge fan of LOTR but come on what special in this collection, other than the blu ray book cases, who cares about this wood shelf?! This is must be joke!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1574328358-11099","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","benjamin Luke Helms","Mountains, Gandalf!","October 11, 2016","This is absolutely amazing and totally worth it.
The leather journal is a nice thick leather and the artwork is fantastic. Many pieces are separate for framing individually.
The ""books"" that hold the blurays are very fine leather and it's just about as neat as it gets.
I love it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1574328356-11082","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kenneth A. Gregory","One Star","October 16, 2016","$500 and it's not even 4K blu ray? LOL a fool and his money...","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1574328361-11102","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Aparato Pop","FOOLISH YOUNG CONSUMERS","May 8, 2017","This beautiful 30 disc box set containing also sundry objects to reward the purchasers of this executive version collection were specifically designed for the buyer of fine goods and for one who has good taste. While 76% of the reviews of this box set are negative vs 19% positive, it clearly shows that the 76% who gave this box set one star, just don't get it. Why are there still young people from good stable homes, who leave everything behind in order to follow the remains of the Grateful dead, or Pearl Jam on tour, eating Ramen noodles, sleeping in cardboard boxes? Is the devotion to a band, or in this case, a movie, so great that the $800= retail price is but a trifle amount to pay for years of enjoyment and personal illumination, that no sacrifice is too great to achieve this pleasure?  Many complain about the lack of ""lost footage"", but they fail to appreciate the beauty of the project - the do not see The Big Picture.
Case in point ""The Beatles"". This year (2017) marks the 50th anniversary of the greatest and best rock album of all time, ""Sgt. Pepper's Lonely Hearts Club Band"". The record has been released and re-released, as well as remastered over and over again through the years multiple times, so, why would someone pay $150- for the same album that's been available worldwide in almost every corner on Earth?  Because this year, they are remixing the Stereo album, re-mastering the mono vinyl, and publishing a book with previously unreleased photos of The Beatles! But that's not all... You also get a full Bly Ray disc of altetrnative versions and outtakes.
It is the same for this box set: it may appear to contain the same material as before, but this time, they have maps, a book, and remixed and remastered versions of the film. When 50 years have passed, Warner Home VIdeo will then release The Lost Footage. Until then, enjoy this beautiful box set.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1574328354-11080","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","DadOfFour","Fool of a customer!","November 3, 2016","Fool of a customer!  Who pays for massively over-inflated movies?  It won't be me.  I saw many pictures in another review and there is nothing there that suggests this is worth more than $150..and who cares about the bookcase anyway?  I want content.  I want content that has been long promised to us.  I want all of the existing content, including theatrical, DVDs, 3D, why not 4K and ultraviolet versions too?  There is simply no excuse to throw such shade at hardcore fans.  It is almost like someone said ""Let's see how much wrath we can incur.""  The revolt will be evident.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574328351-11064","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","kiwijinxter","Warner Bros is giving Peter Jackson and LOTR and Hobbit a bad name!","August 19, 2016","Let's see, I LOVE Peter Jackson. I LOVE Lord of the Rings. I LOVE The Hobbit. I bought LOTR Extended Edition on DVD (no no, don't be silly, why would I buy the theatrical version?). Then I sold it, so I can get the LOTR Extended Edition on Blu Ray. Watched it multiple times and STILL LOVE IT. Then I bought The Hobbit 3D Extended Edition on Blu Ray. LOVE IT! I thought the price was reasonable for all that I've bought so I've got no complains, and I ALWAYS waited for the Extended Editions. However, I echo the sentiments of many for THIS USD$800 uber-super-limited-edition-collection of all the previous movies minus some material here and there, but full of packaging that will only serve to profit Warner Bros without any real extra value over previous releases. Now that, is just plain wrong. What's to stop a $2000 version of a 3D version of a uber-super-limited-edition-collection of the movies from Warner? There are good profits and there are bad profits for companies. This, my friends, is bad profit. I won't be buying this, thank you.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1574328354-11079","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Andrew Cole","Middle Earth AT LAST!!!","July 26, 2017","This is truly one of the greatest collections I'll ever have! Despite many people's opinions, I enjoyed the Hobbit trilogy immensely! It is such a pleasure to have the complete ""Middle Earth"" experience in one Beautifully made place! An antique Book-like casing. This is Premium. These movies got the Royal Treatment! Let the Marathon begin!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574328368-11133","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","jason","Five Stars","June 15, 2017","Amazing collection! Worth every penny.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1574328345-11037","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","JD","Great buy if you enjoy being ripped off","April 15, 2018","This is not a review on the films themselves but of this specific collection. I am a fan of the series and own both the LOTR and Hobbit extended blu ray collections. Normally I’m a sucker for limited and collector’s editions but this not worth the price. This was originally $800 but the back lash was so epic they dropped the price but it’s still way overpriced. The only thing different in this set is that it comes with the wooden shelf and a different box. There is literally nothing else different. There are no extra bonus features or documentaries added. Even Peter Jackson said he could have done more featurettes but they decided not to do that.

I bought both my blu ray extended edition collections for $75. At full price you might pay $100. Now you have to ask yourself if you think that little wooden shelf is worth $400","1.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1574328351-11063","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Marisa Martin","Love it & Wish There Could Have Been More","May 4, 2017","I love the set. The quality is excellent. I'm disappointed, however, that there was not any new footage included in this set (hence the four stars instead of five). I know there are scenes that have not yet been released and it would have meant the Absolute World to all of the Tolkien and LOTR movie fans if the material had been added. I own all of the extended versions of the films and have watched all of the behind the scenes DVDs more than just a couple of times from all six of the extended edition films. For example, it would have been amazing to see Miranda Otto wield the sword as Eowyn, in the Glittering Caves, during the Battle of the Hornburg. I'm thankful that Peter Jackson had the foresight to film behind the scenes throughout the making of the films and that he shared so much with all of us. Maybe someday there will be an effort by  The Studio or ""The Corporate Powers That Be"" to support him in rendering the remaining footage for all of us that truly love it so.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Middle-earth-Limited-Collectors-Blu-ray-DVD/product-reviews/B01JH3KL0E/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
