web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574929694-1604","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dani","No, just no.","September 26, 2013","If I could say but two things to Michael Alan, it would be: take some parenting classes, and then take some writing classes. I don't think the order you do those is going to hurt your cause any further than this injurious book has, and that is -- should be -- as sad as it is scary.

As the neurotypical parent to two autistic children, I heard about this book from rightfully outraged members of the autistic community online and then decided to read it on behalf of the ones who had yet to so that they would not have to. Although I share the opinion that the title was in extremely poor taste, having loved ones who have bravely fought against cancer, I wanted to give the book a ""fair shot"" as it were, reading it in its entirety before I reviewed it here. And what I found was that the contents of the book were actually worse than the title. However, that isn't commendable in its effort.

To address the technical concerns that I have with the book, I found that it jumped tenses a lot. Several chapters were written in the present tense, but some were written in the past tense, and the transition between tenses was not in the most predictable manner. Reading was not smooth for me. The manner of Alan's writing would have better fit a seventh grader.

Although Alan states in the preface of the book that he considers his children to be his greatest gifts and encourages him not to give up, the chapters that follow -- all of them -- indicate that he already has, and that he is fighting a losing battle against his children's differing neurologies. He wants so desperately for his children to be ""normal"", for the autism to ""loosen its grip on his children"" that he seems oblivious to the fact that he has two beautiful, worthwhile children right in front of him. They just happen to be autistic. Alan has clearly drunk the Autism Speaks ""kool-aid"", believing that autism has stolen and locked away these seemingly previously normal children. In doing so, he and his wife employ questionable ""treatments"": chelation and detoxification supplements used to flush heavy metals out of bodies, erroneously believing that their children's autism was caused by their buildup, special creams and even hyperbaric oxygen treatments. None of these treatments (hence my putting quotations around the word the first time I used it) have ever been proven to help autistic individuals out, but they are the ones that seem to be clung to by those who want to ""cure"" their child(ren).

Neurological differences, even substantial ones, can not be ""cured"". They can, however, be aided and assisted with therapy that targets a deficit in an important life skill (such as speaking). They should, and should not, be used to try to make a child that is acting ""different"" in a harmless manner (flapping, for instance) act less so because they desperately want the child to be ""normal"". If the child is stimming or moving in a manner that does not hurt them or those around them, why should the neurotypical as a whole be allowed to judge that child's coping mechanisms on the basis that they are ""weird""?

My ideology has always been that if you claim to want to help those who are autistic, and you anger or sadden those who are actually autistic in your words and your actions, you are not doing what you claim you want to do. This book just reeks of Alan's desperation to have normal children to the point where he can't be happy with the two children he has right in front of him, and I fear for the day either one of his children might pick up his book themselves and start to read it.

Love your children unconditionally for who they are rather than expecting the impossible of them. Accept their differences.","1.0 out of 5 stars","",""
"1574929694-1607","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Brich","As a parent of a child with cancer I am pretty angry that someone could possibly say that they wish ...","August 3, 2017","Offensive, inappropriate title and book. As a parent of a child with cancer I am pretty angry that someone could possibly say that they wish their child had cancer. Cancer is hard on the child, parents, and the rest of the family. I don't care what he was trying to say, having a child with cancer and a child with autism shouldnt be compared against each other. They both are extremely hard. And FYI, most parents of children with cancer would much rather prefer they were autistic, especially the ones who have lost their children.","1.0 out of 5 stars","",""
"1574929717-1704","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tiffany","Disgusting","August 29, 2013","How did this get published? If I could give less than one star, I would. Clearly Mr. Alan is crying for attention.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1574929708-1668","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jenna Rose Marder","You're A Cancer","September 7, 2016","Wow, really? Maybe you should have cancer and then your autistic kid(s) can have a normal, decent parent. You should never have had kids to begin with. I'm
autistic and I find it disgusting you hate your children. Yes. Hate.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1574929706-1656","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Allymae","Horrid and Ableist","November 22, 2019","Anyone who agrees with this book should not be a parent. I feel so bad for your children. I am VERY glad my autistic fiancé and best friend don't have cancer. They're great just the way they are.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574929701-1634","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Laura Witt","WTF","November 27, 2018","This book promotes hatred and genocide of those with disabilities.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1574929719-1718","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sherry","OMG!","March 28, 2009","I was walking through the education section at Barnes and Noble today and did a double take when I saw the title of this book.  Being the parent of a child with cancer, I have to ask how many times he had to watch his child have bone marrow aspirations?  spinal taps?  blood transfusions?  chemo drips?  How many parties, school events, family gatherings, or play dates did his kids have to miss because they were too sick or their immune systems were too fragile to be exposed to germs??  Did he ever have to worry that the common cold could KILL his children?? How many times did he lay in bed at night wondering if the treatment would work just so his child could live?  Mr. Alan, be careful what you wish for.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1574929714-1698","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jodie R.","Absolutely No","June 1, 2014","Absolutely No. This thought is horrific and disgusting. To wish cancer upon any family member is malicious. Children do not die or suffer painfully from Autism, they do sometimes from cancer.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1574929694-1603","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Leo d'Entremont","Right. Uh-huh.","December 2, 2015","I'm autistic. I was only diagnosed as an adult because despite my severe social struggles, I was fully verbal and very academically gifted. Sure, life was more difficult sometimes, but I like who I am now. Being autistic isn't the end of the world. We're each fully unique individuals with talents and emotions and the ability to enjoy life as much as anybody else.

I'm a published author, an Army veteran, and a happily married man with an amazing wife. I have friends, a job, and multiple college degrees. I have hobbies and a social life that is perfectly suited to me. I attend conventions, speak in front of huge crowds, and enjoy costume competitions. I've performed in musicals, sung barbershop, and love karaoke. Sure, I still get overstimulated sometimes. When I was younger, I had no clue how to socialize (even though I desperately wanted to, and longed to be accepted) and had severe anxiety and depression because I felt so alone. I used to have outbursts. However, I don't anymore. I got the help I needed. I found the most amazing woman in the world who has been with me for almost nine years, and has helped me to become the man I am today. I have friends who understand me. I'm happy and functional with a full, rich life.

Or maybe I should have died of cancer as a child. It would have been better, right? That's what this author seems to think.","1.0 out of 5 stars","",""
"1574929706-1655","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Hate speech","July 23, 2015","This is yet another instance of parents demonizing autism and being rewarded for it. Horrible, abusive, hate speech.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574929701-1635","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bloo","Absolutely awful.","November 15, 2018","This is offensive to autistic people and to people who have dealt with cancer. It’s ableist tripe. This person deserves to lose custody of their children forever. If you think that autism is just so horrid that you wish your children were dead, you are an awful parent and person.

To the kids in this book and anyone else who’s autistic: you have amazing worth and value.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1574929699-1630","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Absolutely Disgusting","May 28, 2016","If I could give this negative stars I would. Who wishes a potentially deadly illness on their children? So your children are Autistic, they were born that way and you should love them. You might as well have written a book saying you wished your children were dead because cancer does kill children...Autism doesn't. You have no business having children and hopefully they will be removed from your custody.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1574929717-1709","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","mujababy","Amazon allows hate mongering against Autistics.","July 29, 2015","Are you kidding me! I have 2 AUTISTIC children but unlike the author of this book I know autism is not a disease and I also know their neurology is *not* about me. What a disgusting piece of tripe you're allowing to be peddled here Amazon.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1574929721-1731","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","OldandTired","My child has cancer and it left him with PDD NOS","September 26, 2010","I didnt rate this book (so the monitor lady wouldnt be upset)but Amazon insisted so I gave it a five star rating to undo all of the one marks by the other parents. Do you think that is fair now? I hope so because I am so THANKFUL that you thought of it and insisted on letting the rest of us know how ""UNFAIR"" it is to rate a book....and the ""DONT YOU DARE"" ALMOST (but didnt) stop me in my tracks. We all know how it feels when someone scolds us.  I did have to pipe in on this.
Everyone has their cross to bare in life.  Luckily for most, cancer is not one of them.  For the unlucky few it is and because of ""WHEN"" our child developed Leukemia/started treatment (age 23 months) he has now been diagnosed with autism.  He also was treated for PTSD.
All I want you to know is dealing with the Autism is nothing compared to dealing with the cancer.  To watch your child being given chemicals that might kill them and makes them very ill and causes incredible pain is not fun, enjoyable etc. For almost four years our child endured chemo not to mention all of the deadly infections that we did not know if he would live through. Secondary cancers are probable, as well as recurrence of the original cancer.  We as parents of REAL CHILDREN with cancer have to deal with all of not so important things such as loss limbs, eyes, ability to walk, brain damage, autism and the psychological damage etc that the cancer treatment has done to our children. You are given the perception that 80% of children are cured. When I asked if our child was cured our doctor said ""When he is married with children and in his thirties I will consider your child cured"".  Everyday we wait for the beast to return and ravage our child. With Autism life goes on.....
As my husband has said with all of his military honors/medals. ""Cancer has brought me to my knees"".  Autism has not. EVERYDAY we give thanks that our little one is with us and he gives us so much joy. Autism and all~","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1574929697-1621","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mr. J. Drummond","I'm perplexed that you would even consider wanting to watch your child suffer and possibly die from cancer.","June 1, 2014","Having watch my son from the tender age of 6 months be treat for cancer, then whilst 18 months old be told by the doctors there is nothing else they can do, so kiss him on the forehead.  I'm a little concerned you would wish that upon your own children.  I consider myself very blessed my son has survived 4 years post end of treatment, and even though he has lifelong disabilities. Which will most certainly mean he will struggle with certain tasks in life, he is here and growing up amongst his siblings and parents.  The same can't be said for thousands of other children diagnosed with cancer.
I have met and know so many families who have lost a beautiful soul to the ravages of cancer, so many wonderful families shattered by the diagnosis.  I also know lots of families with beautiful children with autism who adapt and cope with the many challenges that diagnosis brings them.
Those families can hold and kiss their child goodnight and be thankful for the blessing of parenthood.  To wish you went from that paradigm into the one where if you are lucky your child survives treatment and doesn't die,  is perplexing if not rather worrying.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1574929708-1671","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jennifer Burke","My child has both.. autism and cancer. ...","December 30, 2015","My child has both..autism and cancer.  This author should be careful what he wishes for!  I have not read the book but came across it on Amazon and can not help but be disturbed by the title.  Shame!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1574929719-1714","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Audrey Schmitt","One Star","July 3, 2014","I wish your kids had a loving father who accepted them as they are. This is disturbing.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1574929710-1675","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Nahomi Dolieta","A title disturbing to those with both autism and cancer","May 28, 2010","My daughter, my only child, was a special education teacher. Her classrooms always had several young students with autism. She not only taught those children, but worked with their parents. I watched her suffer the ravages of cancer and its treatments for several years. Then, she died, leaving two babies. I run the Family Resource Center at a university, and can not recommend this book - the title is just too shocking and demeaning. While the title may serve its purpose by drawing people to read the contents of the book, it is still heartless in my eyes. My daughter so wanted to live. I wish my child didn't have cancer. I wish no one's child got cancer or had to live with autism. But, it HAPPENS, and we do the best we can with family, friends, and community support. My best healing wishes to the author and his children.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1574929703-1650","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","RoseP728","Horrible","June 1, 2014","I don't care about his reasoning for that horrific title, but it is insensitive idiotic at best. I bet his kids will feel great knowing this is how their father feels about them. My daughter suffered from a stroke at birth. She has learning disabilities, left side hemeparesis and faces challenges every day. As hard as some days are, I am grateful she is alive and would never wish cancer on her or anyone for that matter.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1574929703-1647","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","K. Douglas","Discriminatory and disturbing","November 15, 2018","I Wish This Book Had Cancer. What is wrong with you? You would literally rather your child suffer and perhaps die than for you to have to face the challenges associated with autism? Parenting fail and human being fail.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1574929694-1612","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Realbinky","Autism is not an epidemic, this author is a POS","November 15, 2018","Autism is not an epidemic, it just is.  The kids are not sick, or injured or damaged.  Just different.  Wishing cancer and death on kids, saying it would be better than autistic is disgusting.  I can't swear here, or Amazon would not post it, but I have some choice words in my head for the author and to describe what a horrible piece of human garbage he is.","1.0 out of 5 stars","",""
"1574929706-1654","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Terry W.","Evil peathitc pesent","November 21, 2019","The fact Amazon is letting this be sold is disheartening. This shows a lack of compassion and empathy for any child. This is the type of person who should be sterilized and not have children.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574929694-1606","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Angela D. Fox","Offensive, at best.","June 1, 2014","I have three children. One is neuro typical and at a high genetic risk for cancer. One had cancer AND autism. One has autism and is healthy.

Cancer killed my 8 year old daughter. I did all I could to save her, and she's gone.
Not once has it even crossed my mind that perhaps if my surving child with autism had cancer his issues would be more socially acceptable , or perhaps we'd get more community support. I look at him and feel grateful that he's alive and healthy and I have the OPPORTUNITY to help him navigate this world. Is it frustrating and heartbreaking at times?  Of course!  But it's nothing compared to the grief I walk through every single day since 12/12/08, and the helplessness I felt watching my child's body fail her and cause pain and suffering for nearly 5 years.

This title is offensive, at best. Good luck with sales...and explaining to your adult children why you wished their lives were in danger instead of facing neurological differences.","1.0 out of 5 stars","",""
"1574929719-1719","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","maxtastic mama","revolting","April 3, 2009","what the hell is wrong with this guy? a prime example of someone who oughtn't have been permitted to breed... well, here's what i wish, pal - i wish my autistic child would give you a swift kick in the pants...","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1574929708-1665","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Miss R Lewis","insulting book that deserves no stars for being so appalling","June 1, 2014","I find this book deeply insulting. My 7 year old son was diagnosed with Leukaemia when he was 5 and ASD when he was 6, I can hand on heart say that the cancer is far worse. I have had to watch my child fight and suffer daily for 3 years, we wont know if he's beaten this for the next 10 years and there's still all the dreadful side effects that he will have for life.The ASD is hard work, but won't kill him! What parent would ever wish cancer upon their child?","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1574929706-1657","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Duane K.","... given this book as a gag gift and its horribly written, racially intolerant of people with aspergers as ...","July 4, 2014","I was given this book as a gag gift and its horribly written, racially intolerant of people with aspergers as a race, and one of the most offensive books i have ever read.  I'm honestly sure that the author is either insane or a massive troll because nobody who is sane could be this offensive.

The book publishing company should be ashamed, the author should be ashamed, and people who buy the book should be ashamed, and all die because lets face it the world is better without this book.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574929703-1652","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Morgan Strange","Kids with autism become adults","June 1, 2014","As an autistic i get so sick ad tired of this crap, your children will grow up, they will read this book, and it will hurt them, autism isn't a death sentence, cancer so often is, how the hell can you even compare the two? Do you know how much it hurts when your own parents think you are a burden? when your own parents would rather you had a fatal disease than be who you are? your children are people, and they understand way more than you think they do, just because they have trouble putting their feelings into words doesn't mean that they don't take in everything you say. Shame on you!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wish-Kids-Had-Cancer-Surviving/product-reviews/1606720708/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
