web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1575036552-22291","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Adam R. Stevens","Fun for Adults and Children","June 6, 2008","Having a 3 and 6 year old I was looking for a gaming system that would have games they could play as well as ones that I would enjoy.

Although the major consoles all have games for children as well as adults, the Wii allowed a more physically active engagement. For this reason, and specifically the Wii Fit product, I decided to go with the Wii.

While I am very pleased with the Nintendo Wii and the games I have gotten so far, I have been a little disappointed with the graphics. I am not one that usually cares too much what the graphics look like as long as the game play is good, but I was expecting the games on the Wii to at least look considerably better than games on the GameCube. So far I have not found this to be the case. In most of the games I have played, the graphics were pretty similar to the GameCube or only slightly better.

Overall the Wii is a very fun system and great to have for a family, but don't expect the games to look that great, even compared to the prior GameCube system.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&pageNumber=188&reviewerType=all_reviews"
"1575036734-23160","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A. Murad","WII!WII!WII","August 6, 2007","This console is targeted for family gamers and casual gamers. I rated this 5 stars because of the new games coming out super smash brawl, mario galaxy, and dance remix. We is the most affordable and best choice of the lot!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_275?ie=UTF8&pageNumber=275&reviewerType=all_reviews"
"1575036188-20563","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Richard Nguyen","Four Stars","February 14, 2017","Item is used, and works perfectly. Wear on the top panel, but at least it works. It doesn't come with any games, but functioning 100% perfectly.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1575036491-22001","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Leebuddy","More hard ware Wii.","September 24, 2017","The hardware was very nice.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&pageNumber=159&reviewerType=all_reviews"
"1575036374-21422","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Juan Pablo","Like it","December 31, 2012","My cousin is happy with the console. He likes it and plays all day until your arms get tired OK","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&pageNumber=101&reviewerType=all_reviews"
"1575036595-22498","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Adam Larson","My wife actually plays games now","September 23, 2007","The Wii has definitely redefined the gaming market.  The only major problem is the lack of games, which is slowly starting to change.  As a game developer myself, I am excited about the possibilities with this system.  The best thing is my 4 year old and my wife will both play the Wii with me.  Wii Sports is an awesome game to be packaged with the Wii.  So far I've played Zelda, Wii Sports, Wii Play, Excite Truck, and Resident Evil 4.

Don't wait as soon as these are available pick one up.  I bought one for my father-in-law and they love it as well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_209?ie=UTF8&pageNumber=209&reviewerType=all_reviews"
"1575036634-22674","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","kc","Even this ""non-gamer"" loves it!","April 16, 2008","My family and I are not big ""gamers"", but this one has all ALL hooked!  My kids played Wii at a friend's house, then saved up their money to buy their own.  I was a skeptical mom at first, but within minutes I was up, grabbing the wiimote out of their hands and insisting it was my turn!  I won't go into all the ""hows"" of the game, but will just say that this is a great interactive, ""get-your-butt-off-the-sofa""  game!! In fact, I'm now saving MY money to buy some games! :o)","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_226?ie=UTF8&pageNumber=226&reviewerType=all_reviews"
"1575036615-22580","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. Kowalewski","Wii - one of Nintendo's best","November 27, 2006","The Wii is 250 fifty dollars, comes with a brand new controller dubbed the 'Wiimote', doesn't support HD-DVD/Blu-ray, HD, and has graphics of a lesser quality then it's competiters.

In my opinion though, the only thing that matters is the cheap price and the Wiimote.

We got this system on launch day along with Excite Truck and an extra controller.

All I can say is that it is simply amazing. The controller in Wii Sports is very pricese...it really feels like you're playing tennis/bowling/baseball!

It is very easy to use...within minutes I got both of my parents to play...now they're addicted! They're always challenging me or each other to a match on Wii Sports Tennis!

Excite Truck is quite a fine game too. You use the controller to steer like a while and it is a great experience.

The Wii Channels are superb. The Mii channel lets you create little 'avatars' of yourself to use in Wii Sports, the Photo Channel lets you interact with photos: we even put together a touching slideshow from one of our vacations!

The Wii Shop Channel is quite well, as you can download games from past Nintendo systems. I downloaded two and they both work perfectly.

There are also the Weather and News channels, which are coming in January. I hear they will be quite good.

But to top it off, Wii is truly an amazing system and my whole family loves it. It doesn't matter that it doesn't have the best graphics, the controller is great and just plain fun.

If you see one in a store, be sure to buy it, along with another controller!

Afterall, the Wii IS the best console Nintendo has ever made.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_217?ie=UTF8&pageNumber=217&reviewerType=all_reviews"
"1575036179-20531","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gil","Great Console","November 30, 2009","I haven't bought a game console since Pong, so this purchase was a bit out of character for me. But I wanted to find something that would motivate me to be more active. The concept behind Wii was just what I needed.

I order the Wii and Wii Fit Plus with a Balance Board a few days ago, and both came within a matter of days. I will review Wii Fit Plus in another review, but I wanted to review the Wii and say how please I am with the game console. The Wii comes with some simple games that I would say do more to demo the console than to be serious games, but they are still fun (at least those that I played.

The hook up is simple: attach the power cord, audio video cable and the infrared ""sensor."" The remote is already synced with the console. (New remotes require an extra sync process, but it's not difficult.)

The only disappointment is that the games are not very costomizable. Tennis can be played with one to four real players, but playing with one real player still results in a doubles game with three automated players. It looks like the real player in this case always gets the ball to return, so it's a little like playing a singles game, but the automated partner still swings occasionally (and misses) and that is a little distracting.

It was still fun, however, and a good cardio workout.

The Wii will let you cheat, and some have given the console low marks for that account. For example instead of swinging with your arm while playing tennis, you can make gentle wrist snaps, and the Wii won't be the wiser. But this is just a game after all, and it requires a little imagination. Forget about the cheats, and play it right, and you will be a lot more active than you were when watching your favorite soap.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews"
"1575036559-22321","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jamie Gilman","I love Wii!","July 19, 2009","I'll be perfectly honest, I am not a gamer and I am not a techie.  I don't care about the complexity of the graphics, the machine specs or what games are available.  I am simply enjoy playing the Wii because it is fun!!  We have six games and the Wii Fit, but we use the system frequently and enjoy every minute of it.  (We just aren't the type of people to spend money on dozens of video games.)

We were very disappointed that when we opened it Christmas morning, the drive did not work and we could not use it.  Naturally, because it was Christmas, it took SEVERAL days to get through to Nintendo Customer Service.  The gentlemen I spoke to was very nice and expedited shipping for us.  Once I sent the machine off, we had it back in 8 days.

I strongly recommend that if you are giving this item to your kids as a holiday gift, make sure it works first because you do not want to see the same sad faces I did on Christmas morning.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&pageNumber=191&reviewerType=all_reviews"
"1575036723-23106","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","SMS","Delayed Gratification","November 19, 2006","As I read the posts on this product, I am struck by our generations inability to delay gratification.  We've lived without this product our whole lives: Amazon says they will be shipping throughout the holiday season: I think we need to be patient. That said, I am really mad for the kid that waited in line, only to have all the adults take the tickets.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_270?ie=UTF8&pageNumber=270&reviewerType=all_reviews"
"1575036258-20858","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","C. Shaffer","Wii Purchase","November 1, 2009","I have been a faithful amazon purchaser now for a couple of years.  Recently I purchased the Nintendo Wii in September 09. I am 100% happy with it.  Not only did I get the Wii at a great reduced price.  But amazon also offered me a $25.00 gift card with the purchase.  Which even after paying the shipping my price was still lower than what I would have paid at a department store. Thank you again Amazon for selling quality products at great prices.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&pageNumber=45&reviewerType=all_reviews"
"1575036495-22019","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Music Fan","Wii fit exercise program","May 20, 2010","You really need a balance board to fully enjoy this game.  It offers a full exercise plan. Keeps track of your exercises, and calorie loss. I like it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_161?ie=UTF8&pageNumber=161&reviewerType=all_reviews"
"1575036585-22449","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hiawhatha","Fun for my whole family","December 16, 2008","Why not add one more review to the mix, no?

I have a husband and a 5 yr old girl. They play together a lot. The Wii has just given them more things to do and I love it. They play mini golf, tennis, bowling and various other playground games. I like to play Littlest Pet Shop with her.

After she goes to bed, my husband and I play Wii Fit by challenging each other to beat scores. We also battle at tennis and mini golf. I kick his butt in fishing.

I would recommend this to families that just want the 2000's version of board game night. Probably not for the individual player or professional gamer.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_204?ie=UTF8&pageNumber=204&reviewerType=all_reviews"
"1575036418-21640","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Maddi","One Star","December 2, 2015","Didn't work","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&pageNumber=123&reviewerType=all_reviews"
"1575036619-22601","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","D. Friend","Simply Incredible","August 6, 2007","The Wii system is simply (matter of opinion) the best next generation console to hit the market. It easily overpasses the xbox360 console, and also the Playstation 3 console. Nintendo Wii has pleanty of features including:

~ Plays both Wii and Gamecube Discs

~ Create your own character in the mii channel with pleanty of costomisable options

~ Store Pictures and Play with them in the photo channel, including jigsaw puzzles, doodling, and bright/dark toggles etc.

~ Explore the wide world of the internet right on your TV! Easy to browse and explore in the Internet channel.

~ Veiw your current weather forcast in your specific area in the forcast channel (supported by weathernerws)

~ Get the news from all around the globe in the News channel, where you can  search through a quantity of news reports from all across america and from other countries also!

~ Buy old school Nintendo games from the wii shop channel. The games included are a multitude of games from: Nintendo Entertainment System (NES), Super Nintendo Entertainment System (SNES), Sega Genesis (GEN), Turbografix16 (tgfx), and Nintendo 64 (N64). Also from the Wii shop channel, you can buy new channels for new updated fun!

~ Vote in a poll taken across America on the Everybody Votes Channel! Vote for two answer questions and predict which one america will vote for! Also, there are some questions taken all over the world!

~ WiiConnect24 connects you to the internet, ready for updates even while the system is off! WiiConnect24 is always running (unless turned option turned off) so that you can get the latest updates anytime during the day!

~Great games for wii include: The Legend of Zelda-Twilight Princess, Warioware-Smooth Moves, Mario Party 8, Wii Play, Prince of Persia-Rival Swords, and much much more!

~ The Wii takes an incredible step foreward in gaming by introducing motion control technology, enabling you to swing your wii remote, move it foreward and back, rotate, move horivotally and vertically, and even more! The revolutionary controller includes rumble feature, and has a speaker built into the remote itself for indepth gameplay!

The Nintendo Wii is a marvel of gaming, and a definite buy from anywhere you see it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_219?ie=UTF8&pageNumber=219&reviewerType=all_reviews"
"1575036370-21405","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","shannon","Great seller!","July 10, 2015","Exactly as described. Great seller!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&pageNumber=99&reviewerType=all_reviews"
"1575036721-23098","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Danita Dover","GREAT FUN","December 29, 2008","Excellent shipping, great for entire family, children love it,
couldnt have picked a better Xmas gift.  Love it!!!!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_269?ie=UTF8&pageNumber=269&reviewerType=all_reviews"
"1575036180-20545","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chris","Wii","January 7, 2019","The package arrived and we were excited. The only issue I had with it is the joysticks weren’t being recognized by the Wii game system and the accessory door that hides where you can have multiple players was broken off. We bought a few other controllers and it has been working fine. It came at a good price and I expected it not to be in superb quality. Overall, I am pleased with the purchase.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1575036390-21497","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. Crabb","Wii Review","January 9, 2010","The Wii console was delivered on time. It worked well and is excellent fun. It was hard to hook up to our existing TV system and there were no specific instructions for the TV brand by Wii, or for from the manufacturer for a Wii hookup. I achieved a successful hook up based on Wii instructions however. The system worked as advertised and is excellent fun.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews"
"1575036404-21567","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cyndy Call Uncapher","nintendo wii","January 18, 2009","This is the third Wii our family has purchased. We have one at the lake, one for the house and I purchased one for the kids den. It is always fun and something the adults and kids can do together.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_116?ie=UTF8&pageNumber=116&reviewerType=all_reviews"
"1575036300-21058","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Kindle Customer","Very pleased with my purchase","August 25, 2015","Had no issue. Very pleased with my purchase. Will purchase from them again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&pageNumber=65&reviewerType=all_reviews"
"1575036467-21880","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","jayla bug","YIPPIE!!!!!","June 14, 2012","Had absolutely no problems with this buy. My kids are so siked about their new gameroom toy. THANKS SOOOOOO MUCH...AWESOME!!!!!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&pageNumber=147&reviewerType=all_reviews"
"1575036638-22692","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","JerBear","The Wii","June 19, 2008","We received our Wii bundle from [...] yesterday and can't get enough. We love it! I'm 51 and love it and I am not one for ""video"" games. My teenage girls think it's great. We are waiting for the delivery of the Wii fit. It worked right out of the box and between my 17yo and I we had it up and running in no time. Well worth what I paid for it(which was a great price for I received).","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_228?ie=UTF8&pageNumber=228&reviewerType=all_reviews"
"1575036208-20626","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Suzanne Bouchard","Black & White? Why","June 21, 2018","Black and white! Game are not coming in color! Disappointed","1.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1575036738-23184","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amy","Missing pieces","February 8, 2013","The product works great and I have had no problems with it.
However, I did not receive all the wires that should have come with it.  It was missing the tri-colored cord that connects it to my TV?  I haven't been able to find one yet??","3.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_277?ie=UTF8&pageNumber=277&reviewerType=all_reviews"
"1575036352-21308","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","tattoocarl69","Great Deal!","January 25, 2014","I bought this as a gift for my adult daughter and her kids. They love it. I am very happy with it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Wii-Nintendo/product-reviews/B0009VXBAQ/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
