web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1575042144-29388","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","discolouration quickly, does not stand up, hassle to ...","November 3, 2015","discolouration quickly, does not stand up, hassle to hold ipad in hand with case . does not protect . gets stained from almost everything","1.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_103?ie=UTF8&pageNumber=103&reviewerType=all_reviews"
"1575042243-29863","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","David L.","Good case, holds up well to my teenager","June 10, 2017","Good case, holds up well to my teenager. Only complaint is that the trifold stand does not support holding up the iPad.","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_151?ie=UTF8&pageNumber=151&reviewerType=all_reviews"
"1575042086-29094","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Michelle","Good fit. Needs a hand loop","June 4, 2019","Good fit, protects corners. Lacks a loop to hold ...only drawback","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews"
"1575042346-30335","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jeanne Steinberg","... and fits perfectly Price is less than shipping but better than retail price","March 27, 2017","slim and fits perfectly  Price is less than shipping but better than retail price, fast delivery","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_198?ie=UTF8&pageNumber=198&reviewerType=all_reviews"
"1575041942-28745","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ryan Keough","Does the job, and for minimal cost","April 21, 2017","This case is exactly as advertised, and fits the pad very well.  The magnets that hold the case closed are a bit weaker than my previous case, but it still holds it closed just fine, and I really like the color.  Great deal for the price!","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1575042180-29567","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. Staton","Great Case!!!","November 22, 2018","Great quality and fits perfectly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1575042108-29207","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","William C. Likes, Jr.","Great buy","August 21, 2019","So far (a month) so good","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1575042500-30904","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jonathan Edwards","Pretty good","December 18, 2014","It's pretty good. I've had the inside of the case leave streak marks on my screen but it seems to be protecting it well.","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_255?ie=UTF8&pageNumber=255&reviewerType=all_reviews"
"1575042106-29197","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","campinglover","Good case for iPad air 1st version","September 8, 2017","Great case,  perfect for all around.  The reason I gave it 4 stars is because the foldover part of the case could be a lot stiffer and maybe a tad wider to give it more stability when propped up for a reading position.  Happy with my purchase and no regrets.","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&reviewerType=all_reviews"
"1575042503-30919","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","C J","Love It","March 15, 2016","Very nice lookind case. Fit my ipad perfectly. I love the off- on feature when the cover is closed and opened.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_256?ie=UTF8&pageNumber=256&reviewerType=all_reviews"
"1575042180-29568","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Vicki","Just as described.","November 18, 2017","Works great! Sleep/wake function has no issues. Fits very snug, so you know it’s not going anywhere either.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_121?ie=UTF8&pageNumber=121&reviewerType=all_reviews"
"1575042449-30773","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","T. Lu","Five Stars","April 3, 2017","Good case, slim but with decent protection.  Good material.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_242?ie=UTF8&pageNumber=242&reviewerType=all_reviews"
"1575042466-30818","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Shelley","Beautiful color!","March 19, 2018","Exactly what I wanted! Beautiful color!","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_246?ie=UTF8&pageNumber=246&reviewerType=all_reviews"
"1575042198-29648","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hunter Gary Hunt","Not good  product!","December 27, 2016","This iPad Air case Does not fit with iPad air, the camera was covert by the case.  all of our pictures being taken so bad that every picture looks black on the top,  This was ruling Our study & vacation pictures. we thought was  our iPad Air  has  problem,  luckily it is not iPad Air has problem, it was the case covered half of the camera.  Means this iPad Air case dose not fit for iPad Air, but the prudct said dose!","1.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&pageNumber=129&reviewerType=all_reviews"
"1575042295-30087","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Shirley Wilson","Fit","July 12, 2019","Fit my pad well.But there seems a little defect on the corner","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&pageNumber=173&reviewerType=all_reviews"
"1575042172-29525","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Rima","Very cheap and flimsy. Was not impressed with how ...","January 10, 2018","Very cheap and flimsy. Was not impressed with how stiff it is to put on iPad and then the stand isn’t stable which makes it almost impossible to use.","1.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_117?ie=UTF8&pageNumber=117&reviewerType=all_reviews"
"1575042104-29182","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Teeboneg","Good cell good product","April 8, 2017","Was just as it was described and it works well on my iPad air. It arrived on time very good seller and this is the first time I have had a cover that will turn my iPad off","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1575041858-28437","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","michael menard","Not too shabby.","October 14, 2018","I've been using this case for about four months now, and I am more than pleased. Picked this up after the original iPad cover fell apart beyond repair. (had the Apple magnetic clip on screen cover/foldable stand jobber) This guy is an actual case with all the function of the OE apple cover. Fit and Finnish is nice, has similar feel to apple cover, does not add much bulk. I did manage to get a small crack by one corner, but its minor and simply cosmetic. Don't know how it happened as I'm fairly careful with the iPad, but I don't overly baby the thing either. Anyhow, for around $10.. fits the bill and then some. What's the apple one? $40? and for just the cover.. I wish I would have gotten something like this instead of wasting my money on the Apple one in the first place.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1575042524-30985","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","R Dutton","Fits Perfect","November 10, 2018","As expected, fits perfect.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&reviewerType=all_reviews"
"1575042202-29667","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cheryl M","Very nice","August 9, 2018","Great product","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&reviewerType=all_reviews"
"1575042192-29620","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Snellgrovia","Almost perfect","March 9, 2016","The cover is great. Turns the screen off and on when opening and closing. The back case fits 99% perfect, just is that tiny 1% loose when first putting it in, but well worth the price. Would buy again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_126?ie=UTF8&pageNumber=126&reviewerType=all_reviews"
"1575042090-29115","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","MikeE","Buy this one","March 28, 2015","my daughter bought, and had shipped to me, the Apple case for my IPad Air. I returned that, as it was $80, and got this one for significantly less. Granted I didn't open the Apple case, but I don't see how it could be any better than this one. Perfect fit, good sleep function, and solid feel. The only decision you have to make is color. Only 4 stars for two reasons. I'm chinsey with 5th star, and it's price is down a buck now. ;(","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&pageNumber=76&reviewerType=all_reviews"
"1575042299-30110","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Just Nutz","Good cover","March 17, 2017","Perfect fit for y iPad air.  Has complete cut outs for charger and volume, much better than the one I had before.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_175?ie=UTF8&pageNumber=175&reviewerType=all_reviews"
"1575042070-29020","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","M. Rustad","Great iPad protection","October 4, 2015","Love this product and customer service was terrific!  I had an issue with the first one I ordered, but JETech took care of my issue. Color is as bright and great as it looks on the computer. I highly recommend this company and this product. It is a very lightweight, yet protective case (I have dropped it already, and no problems)","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_66?ie=UTF8&pageNumber=66&reviewerType=all_reviews"
"1575041942-28743","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Stephen","Arrived in 2 days (I love Prime! ) and fit like a glove","September 8, 2016","Arrived in 2 days (I love Prime!) and fit like a glove. Only time will tell how well it holds up, but so far, so good. I was hesitant to purchase  based on some reviews stating that the camera was blocked, but those people must not be using it on an original iPad Air. Mine fits perfect and all ports, switches, mic, speakers, and camera are fully accessible.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1575042482-30855","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dave B","Excellent case/cover and the price is right.","January 24, 2016","This smart case/cover fits perfectly, the color is just right and the weight is significantly lighter than my previous one. I've only used this for about a week but, so far, all is well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_250?ie=UTF8&pageNumber=250&reviewerType=all_reviews"
"1575042118-29257","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Michael R. Murphy","Good fit for price, but fragile","April 11, 2017","Decent enough case, but one of the corners has chipped off after a few months use (and a few weeks after my return window closed).  I do not mistreat my iPad so I'm not sure how this happened, so beware.","3.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&pageNumber=90&reviewerType=all_reviews"
"1575042280-30016","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ken Carpenter","Good protection for the iPad","October 8, 2019","Good case but heavy","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&pageNumber=166&reviewerType=all_reviews"
"1575042384-30513","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","DaveFromDenver","Great iPad Air case","May 18, 2016","This is a great case for the iPad Air original.  Fits perfectly, stand works nicely, protects iPad, arrived in two days, what more could you ask for?","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_216?ie=UTF8&pageNumber=216&reviewerType=all_reviews"
"1575042322-30211","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dennis Hamsher","Five Stars","December 7, 2016","Wife loves it !","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews"
"1575042104-29188","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Donna Wyatt","iPad cover","May 12, 2019","Product was a perfect fit and was as advertised","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&pageNumber=83&reviewerType=all_reviews"
"1575041940-28731","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Paperlion","Great fit","February 24, 2018","The fit is great and front and back coverage for a fraction of the vs cost of the Apple Smart cover, This cover will fit the ipad air 1 or (ipad 5), not the ipad air 2 being the newer models are thinner, JETEch was a pleasure to deal with, will buy from again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1575042082-29080","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","dok23","Sturdy and beautiful","March 9, 2019","Very nice design. The back is a hard cover so it can take a beat, not that I have tried. It does feel solid to hold. It stands up pretty well, it's not easy to knock down. The gray color is beautiful matches with the theme I'm going for.","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&pageNumber=72&reviewerType=all_reviews"
"1575042202-29661","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","chadwik3","For sure GET","February 4, 2017","love it... great fit... gets the job done...keeps it safe and clean, and just works out... amazing find for the color and price... don't see anything wrong...","4.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_131?ie=UTF8&pageNumber=131&reviewerType=all_reviews"
"1575042466-30813","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","rosina","iPad cover JETech","September 8, 2016","Great price point for this product.  Just what I was looking for to replace an old one. Fits iPad perfectly. Arrived promptly in two days!","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_246?ie=UTF8&pageNumber=246&reviewerType=all_reviews"
"1575042320-30206","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cece","Great case for newest iPad","April 10, 2017","Perfect fit for my new iPad Air 5th gen! Thank you ....and great price!","5.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_185?ie=UTF8&pageNumber=185&reviewerType=all_reviews"
"1575042524-30989","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jooya","Flimsy","November 24, 2018","Extremely poor quality.","1.0 out of 5 stars","Next page→","https://www.amazon.com/JETech-Apple-Smart-Cover-Sleep/product-reviews/B07HJ5G6DK/ref=cm_cr_arp_d_paging_btm_263?ie=UTF8&pageNumber=263&reviewerType=all_reviews"
