web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1574319050-8514","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Mika","Works as needed, satisfied with purchase.","October 7, 2019","I only gave tech support a 3 star rating because I haven't needed to use it. I bought this for school as an animation student. Works well for what I need it for, which is storing classwork and projects since I work on them on multiple computers. Haven't had any issues, and it's password protected just in case it gets lost or stolen. Love it!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1574319098-8725","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Emma Jorgensen","DO NOT ORDER - LOST EVERYTHING","October 5, 2019","I got both the 2 TB and 4 TB hard drive and the 4 TB drive broke in less than a month and I had to go through data recovery. TODAY my 2 TB hard drive did the same thing and it's only 4 months old. This pisses me off that a company is okay selling faulty equipment the fact that both of mine crapped out shows that it's not just a defect. the product just sucks and should never be used or bought. if you want a hard drive that makes you lose your stuff then, by all means, buy it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews"
"1574319107-8760","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","L. Wolff","Love it!","March 17, 2017","I'm so relieved that I finally broke down and bought a portable hard drive. I've wanted my own ""cloud"" and since I bought a new laptop I needed to set up a new backup system. I'm really bad at remembering so I chose this one as I can set a reminder! It's super easy to set up and transfer files. I do use OneDrive, but I worry about security of some of my documents. I have removed them from Onedrive and now I can have them safely stored on this device.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews"
"1574319142-8918","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Ken","Simple for Windows 10","October 6, 2015","Simple to use and compatible with Windows 10.  It comes with a USB cable.  Once plugged in, without downloading it's software, it was recognized as a drive in ""My Computer""  and ""File Manager.""  Therefore, I could simply start dragging files there instantly.

I then downloaded the software, by clicking its .exe file, and prompted for registration etc.

I opted to tell it what to back-up, and I will do it manually.  It takes a couple hours to back up 38 Gig the 1st time.

...or you could use it to back up your entire computer or operating system.

An added benefit is the USB cable also fits a Samsung Galaxy 5, so unplug your drive and plug in your phone to transfer phots etc using Kies3 etc.  ...or your phone shows up as a drive.

An added plus is that the other end of the USB cable fits my Galaxy 5 phone.  So I can sync my phone to my main computer by disconnectin the new drive for a few minites, without searching for another cable!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews"
"1574319142-8917","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Janet S. Stone","Great product - easy set up - helped me store excess on my laptop hard drive","May 13, 2019","Great product - very happy with having the extra storage space and not having to use all the silly small capacity flash drives - this is huge in space storage","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews"
"1574319100-8729","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lisette Root","Confusing product","February 10, 2019","The directions for accessing my downloaded pictures was lacking. It may well have stored them, but if I can't access them, what good is that? More clear directions are needed. If I can get directions sent to me from the manufacturer that are clear and easy to use, I will write a different review.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews"
"1574319091-8689","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","TechGuy56","Great backup drive","March 4, 2019","The Toshiba Canvio Advance  is a great drive, the included software installs easily and works well. This is definitely a very good choice for a backup drive. I used Velcro to attach it to the top of my laptop so it's always connected and convenient with no hassle. It would be great if they included strong Velcro with the unit for easy setup. It was definitely worth the price and I recommend it for backup usage.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1574319033-8428","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A wonderful external hard drive :D","February 15, 2018","I love it so far! I read some of the reviews before ordering but some people had trouble with it working on both windows and mac and when formatting you’ll have to change some settings to make sure it works for both. I have to go back and forth on my hp to my school’s macs and this has been so helpful. Those who doesn’t know which setting, i took a tiny screenshot but this is when formatting on a windows. Idk about when you first set it up on a mac. Hope it helps. Overall i love this device :) I definitely recommend it! I got it in red(my favorite color) and got a matching case ❤️","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1574319116-8805","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","YAH","but this was easy enough to use and can use with my Mac","December 26, 2017","I haven't tried other items, but this was easy enough to use and can use with my Mac. I have had it now for about 2 weeks. I am using it with USB 2.0 and it is very fast compared to Apple Time Capsule. It copies really quick even huge files or data.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&pageNumber=43&reviewerType=all_reviews"
"1574319162-9007","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Brianna Mancine","High Recommended","August 9, 2018","PERFECT! This external hard drive has made it perfectly fine through several drops and tumbles, where my last one died after one small tumble. I HIGHLY recommend this hard drive. Very fast and very nice.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&reviewerType=all_reviews"
"1574319035-8439","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Skipjack68","Terrible experience with Toshiba , upgraded review 9-3-2019","August 31, 2019","I am installing a new computer and I ordered this Toshiba Canvio Advance 2 TB port  Back-up drive because ""it comes with Auto BACKUP SOFTWARE ""  according to the sales page.  It DOES NOT come with the soft ware!!!!  ""It does not Plug in and run!""  You have to down load THE BACK-UP SOFTWARE!  i WENT ON TOSHIBA WEB SITE TO DOWNLOAD!  Using the link on the enclosed instruction slip, I went on line which turned out to be a sales page and this specific 2 TB was not listed .  I went all over the site looking for the down load including the support page.  Each time I entered the product and serial number, it was not recolonized. I called three numbers for support  and was only available Monday - Friday 8-5 but did not include these retail drives??.  This is the 2nd Toshiba drive I  bought in past 10 days because of the AUTO BACK_UP.  It is not Automatic, good luck with the download and hope you never need support.  be warned.
REVISED 9-3-19.  I WAS WRONG.  The external drives did come with built in  links ls to download back-up software although  the enclosed slip gave a link to download program which I attempted before installing the drive.  When discovered on installed drive, it did work and I was able  to install the back-up.  I am still working on Win. 10 install, frustrated ex-Win, 7 user!  I am up-grading my review to 4 stars because my support experience (Saturday) was not good, I can not give it a 5 star review.
Skipjack68","4.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1574319125-8844","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. Cheng","Died In a Month","August 14, 2018","This drive basically sat on my desk and one day decided to make a clicking noise the next morning I turned on my computer and would not mount.  I bought data recovery and they couldn't even extract a KB off of it.  Very disappointing since Toshiba makes drives for so many computer companies.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1574319048-8500","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sr Davila","Llegó bien rápido pero me desepciono un poco","August 5, 2019","Al parece no es claro la presentación de la capacidad es de 1 Terá no de 3 como dice . Eso me hizo sentir engañado.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews"
"1574319030-8425","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Roger M","Great Drive; Backup SW is very basic","December 22, 2018","I purchased this drive to use as a backup drive for my desktop PC. The drive is very easy to install. It has been very durable so far. The USB 3.0 performance is as expected, and the drive is very quiet.
I give it 4 stars only because of the backup SW that is included. This SW is very basic, and doesn't allow the user any control over the backup. The SW supports only one backup job. It only performs incremental backups (I prefer differential backups), and it has no option to backup a system image. It does not have an option to encrypt the data with a passcode. This SW may be fine for most, but for users who want more control over their backup settings, I recommend using an advanced backup SW, such as BounceBack or Acronis.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1574319162-9013","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sean Ruffin","Good for awhile.","January 8, 2017","It has worked fine for PS4/Xbox one but after roughly two years it just stopped working, doesn't appear on PC/laptop/gaming consoles at all. It sucks since all the data I put on it is now gone.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_64?ie=UTF8&pageNumber=64&reviewerType=all_reviews"
"1574319082-8649","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cristina","Failed on second day, how to return with my files copied on it???","September 4, 2019","My files from a desktop were copied on it after taking all day to copy.  (Way less than 1TB)  Then it failed to work.  Amazon keeps demanding that I send them the hard drive to get a refund which I will not do as it has my private work files on it and will not delete.  I will not accept this as an answer.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1574319158-8988","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","rre-58","works great","April 16, 2019","I have over 1000 movies on one.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&reviewerType=all_reviews"
"1574319050-8511","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Jane Wiseman","Bad product, terrible customer support","November 5, 2019","This product backed up my hard drive exactly once. Then it quit. To fix the problem, Customer support wants to charge me over half what I paid originally. I don’t intend to throw good money after bad, nor to return the thing after seeing I’d have to pay close to what I originally paid in shipping ( more than that in aggravation). You got me, Toshiba. I am giving this device two stars because I’m still using it to store files manually. Hope that doesn’t quit, too.in any case, once bitten, twice shy. I’ll no longer buy this company’s products.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1574319113-8790","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","puternerd","Design","December 12, 2018","The drive cable has a unique plug on drive side and USB on the end. This cable if lost or damaged may be hard to replace.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&pageNumber=42&reviewerType=all_reviews"
"1574319059-8552","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Henry Long","Seek an alternative storage method","February 22, 2016","I wish that I could recommend this drive--the concept is a great one...a 2.5"" form factor drive with greater than 2TB for a great price--now, after transferring large quantities of important data to the drive, I'm unable to transfer any of the data I copied to the drive--it has several issues and I'm having to go through a data recovery process in the hopes that I can retrieve what I am unable to transfer normally. I've had the drive for about 2 weeks and have had constant issues. I can't recommend this drive and as soon as I am sure the data recovery is successful or not, I will be RMAing this drive for a refund. I have to admit, I was a bit surprised by such an immediate failure, as I've been happy with previous Toshiba storage devices, internal AND external.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1574319151-8960","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","whippetnipples","Rad","September 22, 2017","Holy smokes. I had a 1TB hard drive from the Jurassic period. That thing weighed 13 pounds and was the size of a brick. I used it as a weapon when it wasn't busy saving files. Finally the POS broke and I got this Toshiba. Hey, you guys, this thing is 2TB and, like, small. Wtf. It's rad.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Toshiba-Advance-Portable-External-HDTC920XR3AA/product-reviews/B079HD84R6/ref=cm_cr_arp_d_paging_btm_59?ie=UTF8&pageNumber=59&reviewerType=all_reviews"
